FileID	FileName	Word	Type
10	100159_2259002F1065_3_05.xml	ＪＡＮ	Label
10	100159_2259002F1065_3_05.xml	ＴｕｌｏｂｕｔｅｒｏｌＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
10	100159_2259002F1065_3_05.xml	ツロブテロール塩酸塩	JPN
11	100159_2259707S1020_3_10.xml	ＪＡＮ	Label
11	100159_2259707S1020_3_10.xml	Ｔｕｌｏｂｕｔｅｒｏｌ	ENG
11	100159_2259707S1020_3_10.xml	ツロブテロール	JPN
12	100159_2259707S1020_4_10.xml	ＪＡＮ	Label
12	100159_2259707S1020_4_10.xml	Ｔｕｌｏｂｕｔｅｒｏｌ	ENG
12	100159_2259707S1020_4_10.xml	ツロブテロール	JPN
13	100159_2359005R1109_1_02.xml	ＪＡＮ	Label
13	100159_2359005R1109_1_02.xml	ＳｏｄｉｕｍＰｉｃｏｓｕｌｆａｔｅＨｙｄｒａｔｅ	ENG
13	100159_2359005R1109_1_02.xml	ピコスルファートナトリウム水和物	JPN
14	100159_2399008F1020_3_06.xml	ＩｔｏｐｒｉｄｅＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
14	100159_2399008F1020_3_06.xml	ＪＡＮ	Label
14	100159_2399008F1020_3_06.xml	イトプリド塩酸塩	JPN
15	100159_2399008F1020_4_05.xml	ＩｔｏｐｒｉｄｅＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
15	100159_2399008F1020_4_05.xml	イトプリド塩酸塩	JPN
16	100159_2399011C1050_1_03.xml	ＪＡＮ	Label
16	100159_2399011C1050_1_03.xml	ＰｏｌｙｃａｒｂｏｐｈｉｌＣａｌｃｉｕｍ	ENG
16	100159_2399011C1050_1_03.xml	ポリカルボフィルカルシウム	JPN
17	100159_2634701M1043_2_04.xml	Ｅｒｙｔｈｒｏｍｙｃｉｎ	ENG
17	100159_2634701M1043_2_04.xml	エリスロマイシン	JPN
18	100159_2646724M1053_1_01.xml	ＤｅｘａｍｅｔｈａｓｏｎｅＶａｌｅｒａｔｅ	ENG
18	100159_2646724M1053_1_01.xml	ＪＡＮ	Label
18	100159_2646724M1053_1_01.xml	デキサメタゾン吉草酸エステル	JPN
19	100159_2649727M1059_1_01.xml	ＪＡＮ	Label
19	100159_2649727M1059_1_01.xml	Ｕｆｅｎａｍａｔｅ	ENG
19	100159_2649727M1059_1_01.xml	ウフェナマート	JPN
20	100159_3179504A1060_2_07.xml	ＨｙｄｒｏｘｏｃｏｂａｌａｍｉｎＡｃｅｔａｔｅ	ENG
20	100159_3179504A1060_2_07.xml	ＪＡＮ	Label
20	100159_3179504A1060_2_07.xml	ＪＡＮ	Label
20	100159_3179504A1060_2_07.xml	ＪＡＮ	Label
20	100159_3179504A1060_2_07.xml	ＰｙｒｉｄｏｘｉｎｅＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
20	100159_3179504A1060_2_07.xml	ＴｈｉａｍｉｎｅＤｉｓｕｌｆｉｄｅ	ENG
20	100159_3179504A1060_2_07.xml	チアミンジスルフィド	JPN
20	100159_3179504A1060_2_07.xml	ヒドロキソコバラミン酢酸塩	JPN
20	100159_3179504A1060_2_07.xml	ピリドキシン塩酸塩	JPN
21	100159_3222007G1033_1_01.xml	ＤｒｉｅｄＦｅｒｒｏｕｓＳｕｌｆａｔｅ	ENG
21	100159_3222007G1033_1_01.xml	乾燥硫酸鉄	JPN
22	100159_3334405A2045_1_03.xml	ＪＡＮ	Label
22	100159_3334405A2045_1_03.xml	ＲｅｖｉｐａｒｉｎＳｏｄｉｕｍ	ENG
22	100159_3334405A2045_1_03.xml	レビパリンナトリウム	JPN
23	100159_3999426G1024_1_09.xml	Ａｄａｌｉｍｕｍａｂ	ENG
23	100159_3999426G1024_1_09.xml	ＧｅｎｅｔｉｃａｌＲｅｃｏｍｂｉｎａｔｉｏｎ	Label
23	100159_3999426G1024_1_09.xml	遺伝子組換え	Label
23	100159_3999426G1024_1_09.xml	アダリムマブ	JPN
24	100159_6141001D1033_2_05.xml	ＥｒｙｔｈｒｏｍｙｃｉｎＥｔｈｙｌｓｕｃｃｉｎａｔｅ	ENG
24	100159_6141001D1033_2_05.xml	エリスロマイシンエチルコハク酸エステル	JPN
25	100159_6141001R1120_2_05.xml	ＥｒｙｔｈｒｏｍｙｃｉｎＥｔｈｙｌｓｕｃｃｉｎａｔｅ	ENG
25	100159_6141001R1120_2_05.xml	エリスロマイシンエチルコハク酸エステル	JPN
26	100159_6141004F1038_2_05.xml	ＥｒｙｔｈｒｏｍｙｃｉｎＳｔｅａｒａｔｅ	ENG
26	100159_6141004F1038_2_05.xml	エリスロマイシンステアリン酸塩	JPN
27	100159_6141400D1031_1_02.xml	ＥｒｙｔｈｒｏｍｙｃｉｎＬａｃｔｏｂｉｏｎａｔｅ	ENG
27	100159_6141400D1031_1_02.xml	エリスロマイシンラクトビオン酸塩	JPN
28	100159_6149003F1023_1_13.xml	Ｃｌａｒｉｔｈｒｏｍｙｃｉｎ	ENG
28	100159_6149003F1023_1_13.xml	クラリスロマイシン	JPN
29	100159_6149003F2020_1_25.xml	Ｃｌａｒｉｔｈｒｏｍｙｃｉｎ	ENG
29	100159_6149003F2020_1_25.xml	クラリスロマイシン	JPN
30	100159_6241009F1028_2_11.xml	ＪＡＮ	Label
30	100159_6241009F1028_2_11.xml	ＬｏｍｅｆｌｏｘａｃｉｎＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
30	100159_6241009F1028_2_11.xml	塩酸ロメフロキサシン	JPN
31	100159_6241010F1039_1_21.xml	ＪＡＮ	Label
31	100159_6241010F1039_1_21.xml	ＴｏｓｕｆｌｏｘａｃｉｎＴｏｓｉｌａｔｅＨｙｄｒａｔｅ	ENG
31	100159_6241010F1039_1_21.xml	トスフロキサシントシル酸塩水和物	JPN
32	100159_6250011M1031_1_14.xml	ＪＡＮ	Label
32	100159_6250011M1031_1_14.xml	Ｒｉｔｏｎａｖｉｒ	ENG
32	100159_6250011M1031_1_14.xml	リトナビル	JPN
33	100159_6250011S1030_1_02.xml	ＪＡＮ	Label
33	100159_6250011S1030_1_02.xml	Ｒｉｔｏｎａｖｉｒ	ENG
33	100159_6250011S1030_1_02.xml	リトナビル	JPN
34	100159_6250101F1037_1_03.xml	ＪＡＮ	Label
34	100159_6250101F1037_1_03.xml	ＪＡＮ	Label
34	100159_6250101F1037_1_03.xml	Ｌｏｐｉｎａｖｉｒ	ENG
34	100159_6250101F1037_1_03.xml	Ｒｉｔｏｎａｖｉｒ	ENG
34	100159_6250101F1037_1_03.xml	リトナビル	JPN
34	100159_6250101F1037_1_03.xml	ロピナビル	JPN
35	100159_6250101S1035_1_02.xml	ＪＡＮ	Label
35	100159_6250101S1035_1_02.xml	ＪＡＮ	Label
35	100159_6250101S1035_1_02.xml	Ｌｏｐｉｎａｖｉｒ	ENG
35	100159_6250101S1035_1_02.xml	Ｒｉｔｏｎａｖｉｒ	ENG
35	100159_6250101S1035_1_02.xml	リトナビル	JPN
35	100159_6250101S1035_1_02.xml	ロピナビル	JPN
36	100159_6250404E1021_1_15.xml	ＧｅｎｅｔｉｃａｌＲｅｃｏｍｂｉｎａｔｉｏｎ	Label
36	100159_6250404E1021_1_15.xml	ＪＡＮ	Label
36	100159_6250404E1021_1_15.xml	Ｐａｌｉｖｉｚｕｍａｂ	ENG
36	100159_6250404E1021_1_15.xml	遺伝子組換え	Label
36	100159_6250404E1021_1_15.xml	パリビズマブ	JPN
46	100168_2559001M1104_1_01.xml	ＪＡＮ	Label
46	100168_2559001M1104_1_01.xml	Ｔｒｉｂｅｎｏｓｉｄｅ	ENG
46	100168_2559001M1104_1_01.xml	トリベノシド	JPN
47	100168_2559813J1033_1_05.xml	ＪＡＮ	Label
47	100168_2559813J1033_1_05.xml	ＪＡＮ	Label
47	100168_2559813J1033_1_05.xml	Ｌｉｄｏｃａｉｎｅ	ENG
47	100168_2559813J1033_1_05.xml	Ｔｒｉｂｅｎｏｓｉｄｅ	ENG
47	100168_2559813J1033_1_05.xml	トリベノシド	JPN
47	100168_2559813J1033_1_05.xml	リドカイン	JPN
48	100168_2559813M1021_1_05.xml	ＪＡＮ	Label
48	100168_2559813M1021_1_05.xml	ＪＡＮ	Label
48	100168_2559813M1021_1_05.xml	Ｌｉｄｏｃａｉｎｅ	ENG
48	100168_2559813M1021_1_05.xml	Ｔｒｉｂｅｎｏｓｉｄｅ	ENG
48	100168_2559813M1021_1_05.xml	トリベノシド	JPN
48	100168_2559813M1021_1_05.xml	リドカイン	JPN
49	100172_3959002M3035_1_01.xml	Ｓｅｍｉ－ＡｌｋａｌｉｎｅＰｒｏｔｅｉｎａｓｅ	ENG
49	100172_3959002M3035_1_01.xml	セミアルカリプロティナーゼ	JPN
50	100329_7290704G1035_1_02.xml	Ｘｅｎｏｎ	ENG
50	100329_7290704G1035_1_02.xml	キセノン	JPN
52	100461_1315700M2049_1_07.xml	Ｄｅｘａｍｅｔｈａｓｏｎｅ	ENG
52	100461_1315700M2049_1_07.xml	一般名	Label
52	100461_1315700M2049_1_07.xml	デキサメタゾン	JPN
53	100461_1315701Q1073_1_09.xml	ＤｅｘａｍｅｔｈａｓｏｎｅＭｅｔａｓｕｌｆｏｂｅｎｚｏａｔｅＳｏｄｉｕｍ	ENG
53	100461_1315701Q1073_1_09.xml	デキサメタゾンメタスルホ安息香酸エステルナトリウム	JPN
54	100461_1315704Q1093_1_08.xml	Ｆｌｕｏｒｏｍｅｔｈｏｌｏｎｅ	ENG
54	100461_1315704Q1093_1_08.xml	フルオロメトロン	JPN
55	100461_1315704Q1093_3_03.xml	Ｆｌｕｏｒｏｍｅｔｈｏｌｏｎｅ	ENG
55	100461_1315704Q1093_3_03.xml	フルオロメトロン	JPN
56	100461_1315704Q3100_1_08.xml	Ｆｌｕｏｒｏｍｅｔｈｏｌｏｎｅ	ENG
56	100461_1315704Q3100_1_08.xml	フルオロメトロン	JPN
57	100461_1315704Q3100_3_04.xml	Ｆｌｕｏｒｏｍｅｔｈｏｌｏｎｅ	ENG
57	100461_1315704Q3100_3_04.xml	フルオロメトロン	JPN
58	100461_1315705M1045_1_07.xml	Ａｃｅｔａｔｅ	ENG
58	100461_1315705M1045_1_07.xml	Ｐｒｅｄｎｉｓｏｌｏｎｅ	ENG
58	100461_1315705M1045_1_07.xml	一般名	Label
58	100461_1315705M1045_1_07.xml	プレドニゾロン酢酸エステル	JPN
59	100461_1317702Q1064_1_08.xml	Ｃｈｌｏｒａｍｐｈｅｎｉｃｏｌ	ENG
59	100461_1317702Q1064_1_08.xml	一般名	Label
59	100461_1317702Q1064_1_08.xml	クロラムフェニコール	JPN
60	100461_1317706Q1100_1_04.xml	ＧｅｎｔａｍｉｃｉｎＳｕｌｆａｔｅ	ENG
60	100461_1317706Q1100_1_04.xml	ゲンタマイシン硫酸塩	JPN
61	100461_1317708Q1037_2_01.xml	ＪＡＮ	Label
61	100461_1317708Q1037_2_01.xml	Ｔｏｂｒａｍｙｃｉｎ	ENG
61	100461_1317708Q1037_2_01.xml	日局	Label
61	100461_1317708Q1037_2_01.xml	トブラマイシン	JPN
62	100461_1319703Q2108_1_03.xml	ＳｏｄｉｕｍＧｕａｌｅｎａｔｅＨｙｄｒａｔｅ	ENG
62	100461_1319703Q2108_1_03.xml	ＪＡＮ	Label
62	100461_1319703Q2108_1_03.xml	一般名	Label
62	100461_1319703Q2108_1_03.xml	アズレンスルホン酸ナトリウム水和物	JPN
63	100461_1319706Q1083_1_02.xml	Ｐｉｒｅｎｏｘｉｎｅ	ENG
63	100461_1319706Q1083_1_02.xml	ピレノキシン	JPN
64	100461_1319706Q1083_2_02.xml	Ｐｉｒｅｎｏｘｉｎｅ	ENG
64	100461_1319706Q1083_2_02.xml	ピレノキシン	JPN
65	100461_1319714Q3110_1_01.xml	ＦｌａｖｉｎＡｄｅｎｉｎｅＤｉｎｕｃｌｅｏｔｉｄｅＳｏｄｉｕｍ	ENG
65	100461_1319714Q3110_1_01.xml	フラビンアデニンジヌクレオチドナトリウム	JPN
66	100461_1319716Q3047_1_07.xml	ＺｉｎｃＳｕｌｆａｔｅＨｙｄｒａｔｅ	ENG
66	100461_1319716Q3047_1_07.xml	硫酸亜鉛水和物	JPN
67	100461_1319724Q1146_1_03.xml	Ｐｒａｎｏｐｒｏｆｅｎ	ENG
67	100461_1319724Q1146_1_03.xml	プラノプロフェン	JPN
68	100461_1319739Q1223_1_05.xml	Ｌａｔａｎｏｐｒｏｓｔ	ENG
68	100461_1319739Q1223_1_05.xml	一般名	Label
68	100461_1319739Q1223_1_05.xml	ラタノプロスト	JPN
69	100461_1319751Q1038_3_02.xml	ＴｏｓｕｆｌｏｘａｃｉｎＴｏｓｉｌａｔｅＨｙｄｒａｔｅ	ENG
69	100461_1319751Q1038_3_02.xml	トスフロキサシントシル酸塩水和物	JPN
70	100461_1319800M1040_1_09.xml	Ｃｏｌｉｓｔｉｎ	ENG
70	100461_1319800M1040_1_09.xml	ＥｒｙｔｈｒｏｍｙｃｉｎＬａｃｔｏｂｉｏｎａｔｅ	ENG
70	100461_1319800M1040_1_09.xml	ＳｏｄｉｕｍＭｅｔｈａｎｅｓｕｌｆｏｎａｔｅ	ENG
70	100461_1319800M1040_1_09.xml	一般名	Label
70	100461_1319800M1040_1_09.xml	一般名	Label
70	100461_1319800M1040_1_09.xml	エリスロマイシンラクトビオン酸塩	JPN
70	100461_1319800M1040_1_09.xml	コリスチンメタンスルホン酸ナトリウム	JPN
71	100461_1319801Q1062_1_08.xml	ＣｏｌｉｓｔｉｎＳｏｄｉｕｍＭｅｔｈａｎｅｓｕｌｆｏｎａｔｅ	ENG
71	100461_1319801Q1062_1_08.xml	ＥｒｙｔｈｒｏｍｙｃｉｎＬａｃｔｏｂｉｏｎａｔｅ	ENG
71	100461_1319801Q1062_1_08.xml	エリスロマイシンラクトビオン酸塩	JPN
71	100461_1319801Q1062_1_08.xml	コリスチンメタンスルホン酸ナトリウム	JPN
72	100461_1324703Q1039_1_05.xml	ＪＡＮ	Label
72	100461_1324703Q1039_1_05.xml	ＴｅｔｒａｈｙｄｒｏｚｏｌｉｎｅＮｉｔｒａｔｅ	ENG
72	100461_1324703Q1039_1_05.xml	硝酸テトラヒドロゾリン	JPN
73	100461_2699801V1114_1_03.xml	Ｐｏｖｉｄｏｎｅ－Ｉｏｄｉｎｅ	ENG
73	100461_2699801V1114_1_03.xml	Ｓｕｃｒｏｓｅ	ENG
73	100461_2699801V1114_1_03.xml	ポビドンヨード	JPN
73	100461_2699801V1114_1_03.xml	精製白糖	JPN
74	100769_1319702Q2090_1_06.xml	ＴｉｍｏｌｏｌＭａｌｅａｔｅ	ENG
74	100769_1319702Q2090_1_06.xml	チモロールマレイン酸塩	JPN
75	100769_1319732Q1035_1_03.xml	ＩｓｏｐｒｏｐｙｌＵｎｏｐｒｏｓｔｏｎｅ	ENG
75	100769_1319732Q1035_1_03.xml	ＪＡＮ	Label
75	100769_1319732Q1035_1_03.xml	Ｕｎｏｐｒｏｓｔｏｎｅ	ENG
75	100769_1319732Q1035_1_03.xml	ＷＨＯＲｅｃｏｍｍｅｎｄｅｄＩＮＮ	Label
75	100769_1319732Q1035_1_03.xml	イソプロピル	JPN
75	100769_1319732Q1035_1_03.xml	ウノプロストン	JPN
85	100888_2190026F1022_1_06.xml	ＢｏｓｅｎｔａｎＨｙｄｒａｔｅ	ENG
85	100888_2190026F1022_1_06.xml	ＪＡＮ	Label
85	100888_2190026F1022_1_06.xml	ボセンタン水和物	JPN
86	100898_1124017F2100_2_09.xml	Ｄｉａｚｅｐａｍ	ENG
86	100898_1124017F2100_2_09.xml	ジアゼパム	JPN
87	100898_1179040F1136_3_07.xml	ＭｉｌｎａｃｉｐｒａｎＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
87	100898_1179040F1136_3_07.xml	ミルナシプラン塩酸塩	JPN
88	100898_1179040F1136_4_07.xml	ＭｉｌｎａｃｉｐｒａｎＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
88	100898_1179040F1136_4_07.xml	ミルナシプラン塩酸塩	JPN
89	100898_1249009F1317_1_05.xml	ＥｐｅｒｉｓｏｎｅＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
89	100898_1249009F1317_1_05.xml	エペリゾン塩酸塩	JPN
90	100898_2119402A1418_1_02.xml	ＤｏｐａｍｉｎｅＨｙｄｒｏｃｈｌｏｒｉｄｅ	ENG
90	100898_2119402A1418_1_02.xml	ドパミン塩酸塩	JPN
91	100898_2190404A5183_1_03.xml	Ｃｉｔｉｃｏｌｉｎｅ	ENG
91	100898_2190404A5183_1_03.xml	シチコリン	JPN
92	100898_2190404H4169_1_01.xml	Ｃｉｔｉｃｏｌｉｎｅ	ENG
92	100898_2190404H4169_1_01.xml	シチコリン	JPN
93	100898_2190414A1033_1_04.xml	ＦａｓｕｄｉｌＨｙｄｒｏｃｈｌｏｒｉｄｅＨｙｄｒａｔｅ	ENG
93	100898_2190414A1033_1_04.xml	ＪＡＮ	Label
93	100898_2190414A1033_1_04.xml	ファスジル塩酸塩水和物	JPN
94	100898_2344008F1081_1_02.xml	ＰｒｅｃｉｐｉｔａｔｅｄＣａｌｃｉｕｍＣａｒｂｏｎａｔｅ	ENG
94	100898_2344008F1081_1_02.xml	沈降炭酸カルシウム	JPN
95	100898_2456001F1345_2_10.xml	Ｐｒｅｄｎｉｓｏｌｏｎｅ	ENG
95	100898_2456001F1345_2_10.xml	プレドニゾロン	JPN
96	100898_2590009F1039_2_11.xml	Ｎａｆｔｏｐｉｄｉｌ	ENG
96	100898_2590009F1039_2_11.xml	ナフトピジル	JPN
97	100898_2590009F4020_1_11.xml	Ｎａｆｔｏｐｉｄｉｌ	ENG
97	100898_2590009F4020_1_11.xml	ナフトピジル	JPN
98	100898_3112001M1119_2_10.xml	Ａｌｆａｃａｌｃｉｄｏｌ	ENG
98	100898_3112001M1119_2_10.xml	ＪＡＮ	Label
98	100898_3112001M1119_2_10.xml	アルファカルシドール	JPN
99	100898_3112001M4061_1_04.xml	Ａｌｆａｃａｌｃｉｄｏｌ	ENG
99	100898_3112001M4061_1_04.xml	ＪＡＮ	Label
99	100898_3112001M4061_1_04.xml	アルファカルシドール	JPN
100	100898_3112004M1040_3_06.xml	Ｃａｌｃｉｔｒｉｏｌ	ENG
100	100898_3112004M1040_3_06.xml	カルシトリオール	JPN
101	100898_3327002M1290_1_05.xml	ＴｒａｎｅｘａｍｉｃＡｃｉｄ	ENG
101	100898_3327002M1290_1_05.xml	トラネキサム酸	JPN
102	100898_3327401A1135_1_03.xml	ＴｒａｎｅｘａｍｉｃＡｃｉｄ	ENG
102	100898_3327401A1135_1_03.xml	トラネキサム酸	JPN
103	100898_3339401D1027_1_04.xml	ＪＡＮ	Label
103	100898_3339401D1027_1_04.xml	遺伝子組換え	Label
103	100898_3339401D1027_1_04.xml	アルファ	JPN
103	100898_3339401D1027_1_04.xml	トロンボモデュリン	JPN
104	100898_3399002F2156_2_13.xml	Ｃｉｌｏｓｔａｚｏｌ	ENG
104	100898_3399002F2156_2_13.xml	ＪＡＮ	Label
104	100898_3399002F2156_2_13.xml	シロスタゾール	JPN
105	100898_3399005F1048_2_09.xml	Ｂｅｒａｐｒｏｓｔ	ENG
105	100898_3399005F1048_2_09.xml	ＩＮＮ	Label
105	100898_3399005F1048_2_09.xml	ＪＡＮ	Label
105	100898_3399005F1048_2_09.xml	ベラプロストナトリウム	JPN
106	100898_3999002F1020_2_10.xml	Ｍｉｚｏｒｉｂｉｎｅ	ENG
106	100898_3999002F1020_2_10.xml	ミゾリビン	JPN
107	100898_3999401A1200_1_05.xml	Ｅｌｃａｔｏｎｉｎ	ENG
107	100898_3999401A1200_1_05.xml	ＪＡＮ	Label
107	100898_3999401A1200_1_05.xml	Ｒ－ＩＮＮ	Label
107	100898_3999401A1200_1_05.xml	エルカトニン	JPN
108	100898_3999401A2028_2_08.xml	Ｅｌｃａｔｏｎｉｎ	ENG
108	100898_3999401A2028_2_08.xml	ＪＡＮ	Label
108	100898_3999401A2028_2_08.xml	Ｒ－ＩＮＮ	Label
108	100898_3999401A2028_2_08.xml	エルカトニン	JPN
109	100898_3999401A3024_2_12.xml	Ｅｌｃａｔｏｎｉｎ	ENG
109	100898_3999401A3024_2_12.xml	ＪＡＮ	Label
109	100898_3999401A3024_2_12.xml	Ｒ－ＩＮＮ	Label
109	100898_3999401A3024_2_12.xml	エルカトニン	JPN
110	100898_3999401G2020_1_11.xml	Ｅｌｃａｔｏｎｉｎ	ENG
110	100898_3999401G2020_1_11.xml	ＪＡＮ	Label
110	100898_3999401G2020_1_11.xml	Ｒ－ＩＮＮ	Label
110	100898_3999401G2020_1_11.xml	エルカトニン	JPN
111	100898_3999407D1041_2_05.xml	ＪＡＮ	Label
111	100898_3999407D1041_2_05.xml	ＮａｆａｍｏｓｔａｔＭｅｓｉｌａｔｅ	ENG
111	100898_3999407D1041_2_05.xml	ナファモスタットメシル酸塩	JPN
112	100898_4224402D1036_1_01.xml	Ｅｎｏｃｉｔａｂｉｎｅ	ENG
112	100898_4224402D1036_1_01.xml	エノシタビン	JPN
113	100898_4413004C2022_2_08.xml	ＪＡＮ	Label
113	100898_4413004C2022_2_08.xml	Ｍｅｑｕｉｔａｚｉｎｅ	ENG
113	100898_4413004C2022_2_08.xml	Ｒ－ＩＮＮ	Label
113	100898_4413004C2022_2_08.xml	メキタジン	JPN
114	100898_4413004F1251_1_01.xml	ＪＡＮ	Label
114	100898_4413004F1251_1_01.xml	Ｍｅｑｕｉｔａｚｉｎｅ	ENG
114	100898_4413004F1251_1_01.xml	Ｒ－ＩＮＮ	Label
114	100898_4413004F1251_1_01.xml	メキタジン	JPN
115	100898_4413004Q1058_1_02.xml	ＪＡＮ	Label
115	100898_4413004Q1058_1_02.xml	Ｍｅｑｕｉｔａｚｉｎｅ	ENG
115	100898_4413004Q1058_1_02.xml	Ｒ－ＩＮＮ	Label
115	100898_4413004Q1058_1_02.xml	メキタジン	JPN
116	100898_6123404A1078_1_06.xml	ＩＮＮ	Label
116	100898_6123404A1078_1_06.xml	ＩｓｅｐａｍｉｃｉｎＳｕｌｆａｔｅＩｓｅｐａｍｉｃｉｎ	ENG
116	100898_6123404A1078_1_06.xml	ＪＡＮ	Label
116	100898_6123404A1078_1_06.xml	ＪＡＮ	Label
116	100898_6123404A1078_1_06.xml	イセパマイシン硫酸塩	JPN
117	100898_6132002F1030_2_11.xml	Ｃｅｆａｌｅｘｉｎ	ENG
117	100898_6132002F1030_2_11.xml	セファレキシン	JPN
118	100898_6149001F1032_1_03.xml	ＪＡＮ	Label
118	100898_6149001F1032_1_03.xml	Ｒ－ＩＮＮ	Label
118	100898_6149001F1032_1_03.xml	Ｒｏｋｉｔａｍｙｃｉｎ	ENG
118	100898_6149001F1032_1_03.xml	ロキタマイシン	JPN
119	100898_6149001R2027_2_08.xml	ＪＡＮ	Label
119	100898_6149001R2027_2_08.xml	Ｒ－ＩＮＮ	Label
119	100898_6149001R2027_2_08.xml	Ｒｏｋｉｔａｍｙｃｉｎ	ENG
119	100898_6149001R2027_2_08.xml	ロキタマイシン	JPN
120	100898_6165400D1033_1_02.xml	ＥｎｖｉｏｍｙｃｉｎＳｕｌｆａｔｅ	ENG
120	100898_6165400D1033_1_02.xml	エンビオマイシン硫酸塩	JPN
121	100898_6250031F1021_1_04.xml	Ｆａｍｃｉｃｌｏｖｉｒ	ENG
121	100898_6250031F1021_1_04.xml	ファムシクロビル	JPN
122	100898_7223403D1045_1_02.xml	ＪＡＮ	Label
122	100898_7223403D1045_1_02.xml	ＴｅｒｉｐａｒａｔｉｄｅＡｃｅｔａｔｅ	ENG
122	100898_7223403D1045_1_02.xml	Ｔｅｒｉｐａｒａｔｉｄｅ	ENG
122	100898_7223403D1045_1_02.xml	Ｒ－ＩＮＮ	Label
122	100898_7223403D1045_1_02.xml	テリパラチド酢酸塩	JPN
123	111250_2615701Q1414_2_01.xml	イソプロパノール	JPN
124	111250_2615701Q2224_2_01.xml	イソプロパノール	JPN
128	111298_3959414A1023_1_02.xml	Ｇａｌｓｕｌｆａｓｅ	ENG
