YJコード	[BrandName]
1124007F2042	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124007F2050	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124007F2093	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124007F2107	有効成分（含量）<BR>[ActIngreName]（[Number][Unit]）
1124007F2115	[Number][Unit]中：[ActIngreName]…[Number][Unit]
1124007F2158	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124007F2166	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124007F2174	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
1124007F2182	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124008F1024	[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1124008F1032	成分（[Number][Unit]中）有効成分含有量<BR>[ActIngreName][Number][Unit]
1124008F1040	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124008F1059	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124008F1067	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124008F2020	[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1124008F2039	成分（[Number][Unit]中）有効成分含有量<BR>[ActIngreName][Number][Unit]
1124008F2047	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124008F2055	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124009F1037	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124009F1070	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124009F1096	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有
1124009F1118	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124009F1126	有効成分<BR>[Number][Unit]中に[ActIngreName][Number][Unit]を含有
1124009F1150	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124009F1185	販売名<BR>[BrandName]有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124009F1193	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124009F1207	成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit]
1124009F1215	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124009F1223	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124009F1231	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124009F1240	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124009F1258	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124009F1266	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124009F1274	[Number][Unit]中：[ActIngreName]…[Number][Unit]
1124009F1282	[Number][Unit]中[ActIngreName][Number][Unit]含有
1124009F1290	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124009F2025	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124009F2041	[Number][Unit]中：[ActIngreName]…[Number][Unit]
1124009F2050	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124009F2068	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124009F3021	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124010F1021	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
1124010F1030	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124013B1031	[Form][Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124013C1053	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124013F1033	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124013F2064	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124013F2080	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124013F2110	有効成分の名称<BR>[ActIngreName]含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124013F2129	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124013F3109	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124014B1036	[Form][Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124014F1038	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124014F2034	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124015M2038	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124017B1129	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124017B1137	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124017B1145	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017B1161	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
1124017B1170	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F2046	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124017F2054	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124017F2089	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124017F2097	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124017F2100	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F2135	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124017F2143	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F2151	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F2160	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
1124017F2194	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124017F4049	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124017F4065	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124017F4090	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124017F4103	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName]結晶セルロース[ActIngreName][ActIngreName]ステア[ActIngreName]マグネシウムを含有する
1124017F4111	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F4154	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F4162	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124017F4200	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124017F5037	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124017F5045	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124017Q1032	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124018F1028	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124018F2024	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124019C1034	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124019F1030	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124020C1045	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1124020C1053	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
1124020F1025	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1124020F2030	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である
1124020F2048	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
1124020F3036	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
1124020F4032	本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する淡[Color]の[Form]である
1124020F4040	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
1124021F1046	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124021F1054	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
1124021F2123	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124021F2166	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
1124022F1024	成分分量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
1124022F1067	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124022F1075	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124022F2071	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124022F2080	成分分量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
1124022F2101	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124023F1029	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124023F1037	[Number][Unit]中：有効成分（含量）<BR>[ActIngreName]（[Number][Unit]）
1124023F1053	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124023F1088	[Number][Unit]中：[ActIngreName]…[Number][Unit]
1124023F1096	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124023F1100	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124023F2025	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124023F2033	[Number][Unit]中：有効成分（含量）<BR>[ActIngreName]（[Number][Unit]）
1124023F2041	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124023F2050	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124023F2068	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124024C1035	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124024F1031	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124025C1030	[Form][Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124025F1028	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124025F2024	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124026C1085	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124026C1093	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124026C1107	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124026F1022	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124026F1030	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124026F1049	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124026F1111	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124026F1120	成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]
1124026F1219	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124026F1227	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124026F1235	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]中[Number][Unit]
1124026F1243	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
1124026F1251	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124026F1260	成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124026F1278	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
1124026F1286	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有
1124027F1035	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName][Number][Unit]
1124028B1046	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124028B1054	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124028B2050	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124028B2069	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124028F1021	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124028F1030	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124028F1048	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124028F2028	組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]
1124028F2036	[Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124028F2079	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124029C1038	有効成分<BR>[Number][Unit]中：[ActIngreName][Number][Unit]
1124029F1026	有効成分<BR>[Number][Unit]中：[ActIngreName][Number][Unit]
1124029F1034	成分分量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
1124029F1042	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124029F1050	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124029F1069	有効成分（[Number][Unit]中）<BR>[ActIngreName]…[Number][Unit]
1124029F1085	[BrandName]は下記の成分分量を含有する製剤である<BR>[Number][Unit]中[ActIngreName][Number][Unit][BrandName]は
1124029F2022	有効成分<BR>[Number][Unit]中：[ActIngreName][Number][Unit]
1124029F2030	成分分量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]
1124029F2049	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124029F2057	有効成分（[Number][Unit]中）<BR>[ActIngreName]…[Number][Unit]
1124029F2073	[BrandName]は下記の成分分量を含有する製剤である<BR>[Number][Unit]中[ActIngreName][Number][Unit][BrandName]は
1124029F2081	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124030F1029	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124030F1037	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124030F1045	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124030F1053	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124030F1061	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124030F1070	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124030F1088	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124030F2025	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124030F2033	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124030F2041	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124030F2050	[Number][Unit]中の有効成分：<BR>[ActIngreName][Number][Unit]
1124030F2068	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1124030F2076	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1124030F2084	[BrandName]<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124400A1040	成分含有量（[Number][Unit]中）有効成分<BR>[ActIngreName][Number][Unit]
1124400A1058	本剤は下記成分を含有する[Color]な[Form]でワンポイントカットの[Color][CaseName]に充てんされている有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]）中の分量：[Number][Unit]
1124401A1052	有効成分（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124401A1060	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
1124401A1079	[Number][Unit]（[Number][Unit]）中：[ActIngreName]…[Number][Unit]
1124402A1030	容量<BR>[Number][Unit][Number][Unit][Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124402A2045	有効成分（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1124402A2053	容量<BR>[Number][Unit][Number][Unit][Number][Unit]中の有効成分<BR>[ActIngreName][Number][Unit]
1124402A2061	[Number][Unit]（[Number][Unit]）中：[ActIngreName]…[Number][Unit]
1124700J1036	有効成分<BR>[ActIngreName]含量（[Number][Unit]中）<BR>[Number][Unit]
1124701J1022	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124701J2029	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1124701J3025	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1125001X1033	組成<BR>本剤は[ActIngreName]である
1125002X1070	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
1125003B2031	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName]：[Number][Unit]
1125003B2074	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1125003B2120	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
1125003B2139	[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）
1125003B2155	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1125003B2163	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1125003X1059	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1125003X1091	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有
1125003X1156	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName]
1125004F1023	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName]：[Number][Unit]
1125004S1030	[Number][Unit]中に次の成分を含有有効成分<BR>[ActIngreName]：[Number][Unit]
1125006F1030	成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1125401D2028	[BrandName]<BR>[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1125402A1046	有効成分<BR>[ActIngreName]含量<BR>[Number][Unit]（[Number][Unit]）中[Number][Unit]
1125402A1054	[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含有
1125700J1025	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1125700J2021	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1125700J3028	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1125700J4024	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1125700J4032	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1125700J5020	[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1125700J5039	[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1126001X1065	本品[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1126002X1051	本品[Number][Unit]中[ActIngreName][Number][Unit]を含有する
1129004Q1031	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1129006F1021	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
1129006F1030	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
1129006F2028	成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]
1129006F2036	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
1129007F1026	有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
1129007F1034	成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有
1129007F1042	[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有する
1129007F1069	有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]
1129007F1077	販売名<BR>[BrandName]成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]
