有効成分〔[Number][Unit]（[Number][Unit]）中〕<BR>[ActIngreName][Number][Unit],11
容量<BR>[Number][Unit]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],11
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,11
本剤は[Number][Unit]（[Number][Unit]）中に下記成分を含む<<BR>>有効成分及び含量<BR>[ActIngreName][Number][Unit],11
成分分量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName]：[Number][Unit],11
本品は定量するとき[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む,11
[Number][Unit]中の分量<BR>[Number][Unit]<<BR>>有効成分<BR>[ActIngreName][Number][Unit],11
成分（[Number][Unit]中）有効成分含有量<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,11
本剤は[Number][Unit]中に下記成分を含む（組成の表参照）,11
成分含量（[Number][Unit]中）<BR>[ActIngreName]…[Number][Unit],10
有効成分<BR>[Number][Unit]中に[ActIngreName][Number][Unit]を含有,10
成分分量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit],10
有効成分<BR>[ActIngreName]<<BR>>含量<BR>[Number][Unit]中[Number][Unit]（[ActIngreName]として[Number][Unit]）,10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]を含有する,10
成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],10
有効成分<BR>[ActIngreName][Number][Unit]（[Number][Unit]中）,10
成分（[Number][Unit]中）：有効成分含有量<BR>[ActIngreName][Number][Unit],10
本品は[ActIngreName]（[Fomula]）[Number][Unit]を含む,10
[ActIngreName][Number][Unit]を含む,10
有効成分<BR>[ActIngreName],10
容量<BR>[Number][Unit]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],10
[BrandName]（[Number][Unit][Number][Unit]）は下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName][Number][Unit],10
本品[Number][Unit]中[ActIngreName][Number]）[Number][Unit]を含有する,10
本剤は[ActIngreName]をアクリル酸[Number]－エチルヘキシル[ActIngreName]ビニルアクリル酸[Number]－ヒドロキシエチルコポリマーに溶解固化し成形した[Color]で角が[Form]い長方形の[Form]である本剤には含量の異なる[Number][Unit]があり単位面積あたりの放出速度はいずれも同一である<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]を含有,10
成分含量：<BR>[Number][Unit]中[ActIngreName][Number][Unit],9
成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit],9
[Number][Unit]中に次の成分を含有<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],9
成分含量（[Number][Unit]中）<BR>[ActIngreName]（[ActIngreName]）[Number][Unit],9
組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,9
成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit]中）,9
成分含量（[Number][Unit]中）：<BR>[ActIngreName]として[Number][Unit],9
有効成分（[Number][Unit]中）<BR>[ActIngreName]として[Number][Unit]（[ActIngreName][Number][Unit]）,9
成分<BR>[ActIngreName]<<BR>>含量<BR>（[Number][Unit]中）[Number][Unit],9
本品は定量するとき[ActIngreName]（[Fomula]）[Number][Unit]を含む,9
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）,9
組成<BR>[BrandName]は[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含有する,9
[Number][Unit]中：有効成分<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,9
[BrandName]は[Number][Unit]中に次の成分を含有する<<BR>>有効成分含有量<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,9
成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],9
[Number][Unit]中に次の成分を含有<<BR>>有効成分<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],9
本品は[Number][Unit]で[ActIngreName]（[Fomula]：[Number]）[Number][Unit]を含む（比重による）,9
有効成分<BR>[Number][Unit][Number][Unit]×[Number][Unit]（[DrugParts][Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,9
[ActIngreName]<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number]（ｍ／[Unit]）<<BR>>[Fomula]<BR>[Number]（ｍ／[Unit]）,9
サージセルはセルロースを酸化して得られた酸性多糖類繊維を[Form]状又は綿状に調製した可吸収性製剤である,9
規格<BR>[Number][Unit]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],9
[ActIngreName][Form]をあらかじめ[CaseName]に充填した製剤である[Number][Unit]中に次の成分を含有<<BR>>有効成分<BR>[ActIngreName][Number][Unit]（[ActIngreName]含有量：[Number][Unit]（[Number][Unit]））,9
[BrandName]<BR>[Number][Unit]の[ActIngreName]を含有する内容量[Number][Unit]の[Form]である<<BR>>[ActIngreName]（ｍｇ／[Unit]）<BR>[Number]<<BR>>[ActIngreName]含有量（ｍｇ／[Unit]）<BR>[Number]<<BR>>内容量（[Unit]）<BR>[Number]<<BR>>[Number][Unit]中の[ActIngreName]含有量（[Unit]）<BR>[Number],9
組成<BR>本品[Number][Unit]中[ActIngreName][Number][Unit]含有,8
有効成分<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit]（[Number][Unit]）,8
販売名<BR>[BrandName]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,8
成分分量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit]（[ActIngreName]として[Number][Unit]）,8
[BrandName]：[Number][Unit]中に[ActIngreName][Number][Unit]を含有,8
[Number][Unit]あたりの成分含量成分含量（[Number][Unit]中）：<BR>[ActIngreName][Number][Unit]<<BR>>[Number][Unit]あたりの有効成分含量[Number][Unit][Number][Unit]中：<BR><<BR>>[Number][Unit][Number][Unit]中：<BR>[ActIngreName][Number][Unit]<<BR>>[Number][Unit][Number][Unit]中：<BR>[ActIngreName][Number][Unit],8
有効成分<BR>[ActIngreName]<<BR>>分量（[Number][Unit]中）<BR>[Number][Unit],8
成分含量<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,8
有効成分（[Number][Unit]中）<BR>[ActIngreName]を[ActIngreName]として[Number][Unit],8
[Number][Unit]中：[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],8
販売名<BR>[BrandName]<<BR>>成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit]中）,8
本品は定量するとき[ActIngreName]（[Fomula]）[Number][Unit]以上を含む,8
有効成分（[Number][Unit]中）：[ActIngreName][Number][Unit],8
容量（[Unit]）<BR>[Number]<<BR>>成分含量（[Unit]）（[Number][Unit]中）<BR>[ActIngreName][Number],8
